timestamp,sensor1,sensor2,is_anomaly
2025-01-01 01:25:00,-0.836,-0.1192,0
2025-01-01 01:26:00,-0.7845,-0.1514,0
2025-01-01 01:27:00,-0.9909,-0.34,0
2025-01-01 01:28:00,-1.1149,-0.347,0
2025-01-01 01:29:00,-1.3106,-0.3366,0
2025-01-01 01:30:00,-0.8361,-0.5358,0
2025-01-01 01:31:00,-0.9136,-0.2968,0
2025-01-01 01:32:00,-1.1873,-0.3774,0
2025-01-01 01:33:00,-1.0948,-0.2726,0
2025-01-01 01:34:00,-1.0706,-0.4989,0
2025-01-01 01:35:00,-1.2614,-0.4702,0
2025-01-01 01:36:00,-1.1133,-0.5779,0
2025-01-01 01:37:00,-1.1588,-0.5466,0
2025-01-01 01:38:00,-0.9943,-0.583,0
2025-01-01 01:39:00,-1.0368,-0.3837,0
2025-01-01 01:40:00,-1.1892,-0.5713,0
2025-01-01 01:41:00,-0.4317,-0.5071,0
2025-01-01 01:42:00,-0.5559,-0.5754,0
2025-01-01 01:43:00,-0.9301,-0.6818,0
2025-01-01 01:44:00,-0.6856,-0.589,0
2025-01-01 01:45:00,-0.6204,-0.5294,0
2025-01-01 01:46:00,-0.4275,-0.7268,0
2025-01-01 01:47:00,-0.7894,-0.5417,0
2025-01-01 01:48:00,-0.3655,-0.7238,0
2025-01-01 01:49:00,-0.6502,-0.7032,0
2025-01-01 01:50:00,-0.763,-0.6175,0
2025-01-01 01:51:00,-0.3048,-0.7523,0
2025-01-01 01:52:00,-0.1441,-0.6973,0
2025-01-01 01:53:00,0.1638,-0.7473,0
2025-01-01 01:54:00,-0.5442,-0.7174,0
2025-01-01 01:55:00,-0.1142,-0.9826,0
2025-01-01 01:56:00,-0.2849,-0.9413,0
2025-01-01 01:57:00,0.0053,-0.7102,0
2025-01-01 01:58:00,-0.3935,-0.6813,0
2025-01-01 01:59:00,-0.2997,-0.8888,0
2025-01-01 02:00:00,-0.1499,-0.8347,0
2025-01-01 02:01:00,0.0734,-0.7929,0
2025-01-01 02:02:00,-0.0184,-0.7648,0
2025-01-01 02:03:00,0.2935,-1.0482,0
2025-01-01 02:04:00,0.4186,-0.9451,0
2025-01-01 02:05:00,0.384,-0.9004,0
2025-01-01 02:06:00,0.638,-0.8071,0
2025-01-01 02:07:00,0.4467,-0.6374,0
2025-01-01 02:08:00,0.1685,-0.9195,0
2025-01-01 02:09:00,0.7317,-1.0465,0
2025-01-01 02:10:00,0.3839,-0.8742,0
2025-01-01 02:11:00,0.7315,-0.7906,0
2025-01-01 02:12:00,0.9072,-0.9198,0
2025-01-01 02:13:00,0.7252,-1.0288,0
2025-01-01 02:14:00,0.3742,-0.8493,0
2025-01-01 02:15:00,0.5276,-0.8854,0
2025-01-01 02:16:00,1.0117,-1.0606,0
2025-01-01 02:17:00,0.7471,-0.9257,0
2025-01-01 02:18:00,0.8285,-0.8695,0
2025-01-01 02:19:00,0.9937,-0.8559,0
2025-01-01 02:20:00,1.0083,-0.9853,0
2025-01-01 02:21:00,0.9495,-1.0186,0
2025-01-01 02:22:00,0.8743,-0.8637,0
2025-01-01 02:23:00,0.8733,-1.1107,0
2025-01-01 02:24:00,1.1246,-0.9486,0
2025-01-01 02:25:00,1.0783,-1.1318,0
2025-01-01 02:26:00,0.928,-0.8902,0
2025-01-01 02:27:00,1.2051,-1.024,0
2025-01-01 02:28:00,0.9694,-0.8724,0
2025-01-01 02:29:00,0.8286,-0.9507,0
2025-01-01 02:30:00,0.8482,-1.1223,0
2025-01-01 02:31:00,0.8025,-0.8573,0
2025-01-01 02:32:00,0.9393,-0.8439,0
2025-01-01 02:33:00,1.2334,-0.9096,0
2025-01-01 02:34:00,0.8157,-1.0724,0
2025-01-01 02:35:00,1.0018,-1.0248,0
2025-01-01 02:36:00,0.8176,-0.9772,0
2025-01-01 02:37:00,0.879,-1.0592,0
2025-01-01 02:38:00,0.6087,-0.8163,0
2025-01-01 02:39:00,0.8437,-0.9673,0
2025-01-01 02:40:00,0.8238,-1.2479,0
2025-01-01 02:41:00,0.9429,-0.939,0
2025-01-01 02:42:00,0.8495,-1.0027,0
2025-01-01 02:43:00,0.533,-0.9699,0
2025-01-01 02:44:00,0.9552,-0.9933,0
2025-01-01 02:45:00,0.7441,-0.8695,0
2025-01-01 02:46:00,0.7034,-0.8315,0
2025-01-01 02:47:00,0.6218,-0.908,0
2025-01-01 02:48:00,0.4783,-0.9626,0
2025-01-01 02:49:00,0.582,-0.9248,0
2025-01-01 02:50:00,0.5887,-0.9104,0
2025-01-01 02:51:00,0.0979,-0.9838,0
2025-01-01 02:52:00,0.2921,-0.8365,0
2025-01-01 02:53:00,0.3003,-0.8388,0
2025-01-01 02:54:00,0.353,-0.7208,0
2025-01-01 02:55:00,0.4901,-0.739,0
2025-01-01 02:56:00,0.046,-0.9223,0
2025-01-01 02:57:00,0.0492,-0.7606,0
2025-01-01 02:58:00,-0.0057,-0.9263,0
2025-01-01 02:59:00,-0.1158,-0.7498,0
2025-01-01 03:00:00,-0.0773,-0.8588,0
2025-01-01 03:01:00,0.0939,-0.8969,0
2025-01-01 03:02:00,-0.3232,-0.7537,0
2025-01-01 03:03:00,-0.0788,-1.0359,0
2025-01-01 03:04:00,-0.5561,-0.93,0
2025-01-01 03:05:00,-0.3789,-0.7587,0
2025-01-01 03:06:00,-0.3826,-0.7185,0
2025-01-01 03:07:00,-0.031,-0.7491,0
2025-01-01 03:08:00,-0.4692,-0.8553,0
2025-01-01 03:09:00,-0.9016,-0.7639,0
2025-01-01 03:10:00,-0.9069,-0.6275,0
2025-01-01 03:11:00,-0.5448,-0.5927,0
2025-01-01 03:12:00,-0.4718,-0.6365,0
2025-01-01 03:13:00,-0.5608,-0.5028,0
2025-01-01 03:14:00,-0.6419,-0.5622,0
2025-01-01 03:15:00,-0.4807,-0.6598,0
2025-01-01 03:16:00,-0.8568,-0.5959,0
2025-01-01 03:17:00,-0.6035,-0.6908,0
2025-01-01 03:18:00,-1.1405,-0.5437,0
2025-01-01 03:19:00,-1.0244,-0.4038,0
2025-01-01 03:20:00,3.3342,-3.992,1
2025-01-01 03:21:00,3.9433,-4.157,1
2025-01-01 03:22:00,3.3073,-5.351,1
2025-01-01 03:23:00,3.5218,-4.486,1
2025-01-01 03:24:00,4.5448,-5.0544,1
2025-01-01 03:25:00,-1.1537,-0.2563,0
2025-01-01 03:26:00,-1.018,-0.3864,0
2025-01-01 03:27:00,-1.2886,-0.294,0
2025-01-01 03:28:00,-0.7228,-0.1977,0
2025-01-01 03:29:00,-1.0598,-0.3448,0
2025-01-01 03:30:00,-1.0977,-0.2837,0
2025-01-01 03:31:00,-0.6803,-0.1566,0
2025-01-01 03:32:00,-1.242,-0.2787,0
2025-01-01 03:33:00,-1.2113,-0.3772,0
2025-01-01 03:34:00,-1.1954,-0.0104,0
2025-01-01 03:35:00,-0.977,-0.2512,0
2025-01-01 03:36:00,-0.8618,-0.1678,0
2025-01-01 03:37:00,-0.7822,-0.0474,0
2025-01-01 03:38:00,-0.3952,-0.2032,0
2025-01-01 03:39:00,-1.3365,-0.2223,0
2025-01-01 03:40:00,-0.7394,-0.0753,0
2025-01-01 03:41:00,-0.9448,-0.2591,0
2025-01-01 03:42:00,-0.9206,-0.0877,0
2025-01-01 03:43:00,-0.8949,-0.0135,0
2025-01-01 03:44:00,-0.9183,-0.044,0
2025-01-01 03:45:00,-0.3632,-0.1504,0
2025-01-01 03:46:00,-0.4933,0.1843,0
2025-01-01 03:47:00,-0.6169,0.0562,0
2025-01-01 03:48:00,-0.3095,0.2099,0
2025-01-01 03:49:00,-0.8387,0.0617,0
2025-01-01 03:50:00,-0.7574,0.0205,0
2025-01-01 03:51:00,-0.8806,0.1563,0
2025-01-01 03:52:00,-0.5373,0.1285,0
2025-01-01 03:53:00,-0.3165,0.053,0
2025-01-01 03:54:00,-0.2787,0.3384,0
2025-01-01 03:55:00,-0.219,0.1497,0
2025-01-01 03:56:00,-0.48,0.0483,0
2025-01-01 03:57:00,0.0144,0.3855,0
2025-01-01 03:58:00,-0.0463,0.2225,0
2025-01-01 03:59:00,0.1047,0.2322,0
2025-01-01 04:00:00,-0.3681,0.1365,0
2025-01-01 04:01:00,0.1251,0.5069,0
2025-01-01 04:02:00,-0.1225,0.2236,0
2025-01-01 04:03:00,0.0874,0.3779,0
2025-01-01 04:04:00,0.3252,0.4827,0
2025-01-01 04:05:00,0.2874,0.4528,0
2025-01-01 04:06:00,0.1489,0.4237,0
2025-01-01 04:07:00,0.3697,0.2783,0
2025-01-01 04:08:00,0.1103,0.3862,0
2025-01-01 04:09:00,0.6937,0.5043,0
2025-01-01 04:10:00,0.4684,0.4251,0
2025-01-01 04:11:00,0.7775,0.5421,0
2025-01-01 04:12:00,0.4913,0.6077,0
2025-01-01 04:13:00,0.5332,0.6533,0
2025-01-01 04:14:00,0.5245,0.4517,0
2025-01-01 04:15:00,0.8902,0.811,0
2025-01-01 04:16:00,0.6087,0.6849,0
2025-01-01 04:17:00,0.9131,0.6245,0
2025-01-01 04:18:00,0.7391,0.7498,0
2025-01-01 04:19:00,0.4496,0.8934,0
2025-01-01 04:20:00,0.7576,0.5286,0
2025-01-01 04:21:00,0.6603,0.6653,0
2025-01-01 04:22:00,0.9249,0.4651,0
2025-01-01 04:23:00,0.6996,0.7369,0
2025-01-01 04:24:00,1.1398,0.7687,0
2025-01-01 04:25:00,0.9506,0.7423,0
2025-01-01 04:26:00,0.945,0.6946,0
2025-01-01 04:27:00,1.1206,0.5685,0
2025-01-01 04:28:00,1.1885,0.8239,0
2025-01-01 04:29:00,0.9952,0.9449,0
2025-01-01 04:30:00,0.8457,0.7527,0
2025-01-01 04:31:00,0.6431,0.8678,0
2025-01-01 04:32:00,0.856,0.6787,0
2025-01-01 04:33:00,0.8623,0.8926,0
2025-01-01 04:34:00,0.997,0.8185,0
2025-01-01 04:35:00,0.8937,0.7922,0
2025-01-01 04:36:00,1.0848,0.8026,0
2025-01-01 04:37:00,0.8066,0.8491,0
2025-01-01 04:38:00,0.8971,0.9361,0
2025-01-01 04:39:00,1.1222,0.7757,0
2025-01-01 04:40:00,0.9282,0.8758,0
2025-01-01 04:41:00,0.8199,0.9196,0
2025-01-01 04:42:00,0.6813,0.8217,0
2025-01-01 04:43:00,0.6427,1.1187,0
2025-01-01 04:44:00,0.5647,0.8606,0
2025-01-01 04:45:00,0.5901,0.8856,0
2025-01-01 04:46:00,0.8109,0.8609,0
2025-01-01 04:47:00,0.5752,1.1443,0
2025-01-01 04:48:00,0.3076,1.0251,0
2025-01-01 04:49:00,0.8876,0.8811,0
2025-01-01 04:50:00,0.553,1.0898,0
2025-01-01 04:51:00,0.1612,1.0033,0
2025-01-01 04:52:00,0.3067,1.0126,0
2025-01-01 04:53:00,0.3686,0.9556,0
2025-01-01 04:54:00,0.6377,0.9178,0
2025-01-01 04:55:00,0.0247,1.0288,0
2025-01-01 04:56:00,0.3905,0.9424,0
2025-01-01 04:57:00,0.4235,1.18,0
2025-01-01 04:58:00,-0.0342,0.8724,0
2025-01-01 04:59:00,-0.0162,1.1535,0
2025-01-01 05:00:00,-0.2204,0.9889,0
2025-01-01 05:01:00,-0.1061,1.0296,0
2025-01-01 05:02:00,-0.125,1.0822,0
2025-01-01 05:03:00,-0.0376,0.9347,0
2025-01-01 05:04:00,-0.0028,1.0825,0
2025-01-01 05:05:00,-0.4213,0.7232,0
2025-01-01 05:06:00,-0.7152,0.9194,0
2025-01-01 05:07:00,-0.3751,0.8961,0
2025-01-01 05:08:00,-0.3603,0.8597,0
2025-01-01 05:09:00,-0.4161,0.9598,0
2025-01-01 05:10:00,-0.577,1.0156,0
2025-01-01 05:11:00,-0.531,1.0426,0
2025-01-01 05:12:00,-0.2957,0.9913,0
2025-01-01 05:13:00,-0.5635,0.8951,0
2025-01-01 05:14:00,-0.7539,0.9926,0
2025-01-01 05:15:00,-0.8168,0.9618,0
2025-01-01 05:16:00,-0.7863,1.0362,0
2025-01-01 05:17:00,-0.4584,1.013,0
2025-01-01 05:18:00,-0.8538,0.9308,0
2025-01-01 05:19:00,-0.8501,0.83,0
2025-01-01 05:20:00,-0.9694,0.846,0
2025-01-01 05:21:00,-0.6775,0.8474,0
2025-01-01 05:22:00,-0.5272,0.8617,0
2025-01-01 05:23:00,-0.8484,0.9104,0
2025-01-01 05:24:00,-0.9388,0.9451,0
2025-01-01 05:25:00,-0.9621,0.8581,0
2025-01-01 05:26:00,-1.4579,0.854,0
2025-01-01 05:27:00,-0.8408,0.8556,0
2025-01-01 05:28:00,-0.9691,0.7781,0
2025-01-01 05:29:00,-0.9136,0.7253,0
2025-01-01 05:30:00,-1.1422,0.6301,0
2025-01-01 05:31:00,-1.0747,0.7235,0
2025-01-01 05:32:00,-1.0751,0.8274,0
2025-01-01 05:33:00,-0.781,0.6965,0
2025-01-01 05:34:00,-1.0508,0.7294,0
2025-01-01 05:35:00,-0.5455,0.7859,0
2025-01-01 05:36:00,-0.8602,0.777,0
2025-01-01 05:37:00,-1.1833,0.6024,0
2025-01-01 05:38:00,-0.9332,0.7951,0
2025-01-01 05:39:00,-1.0145,0.793,0
2025-01-01 05:40:00,-1.2974,0.5517,0
2025-01-01 05:41:00,-0.5106,0.5665,0
2025-01-01 05:42:00,-0.6595,0.7519,0
2025-01-01 05:43:00,-0.661,0.6018,0
2025-01-01 05:44:00,-0.6999,0.3778,0
2025-01-01 05:45:00,-0.9728,0.4429,0
2025-01-01 05:46:00,-0.7545,0.5408,0
2025-01-01 05:47:00,-0.4491,0.432,0
2025-01-01 05:48:00,-0.7857,0.4893,0
2025-01-01 05:49:00,-1.0381,0.516,0
2025-01-01 05:50:00,-0.5321,0.6409,0
2025-01-01 05:51:00,-0.4686,0.4473,0
2025-01-01 05:52:00,-0.3655,0.5651,0
2025-01-01 05:53:00,-0.1982,0.582,0
2025-01-01 05:54:00,-0.1668,0.5636,0
2025-01-01 05:55:00,-0.1921,0.4295,0
2025-01-01 05:56:00,0.0464,0.1854,0
2025-01-01 05:57:00,-0.4448,0.4084,0
2025-01-01 05:58:00,0.0119,0.4475,0
2025-01-01 05:59:00,0.0886,0.3148,0
2025-01-01 06:00:00,-0.2322,0.4775,0
2025-01-01 06:01:00,-0.2325,0.369,0
2025-01-01 06:02:00,-0.029,0.3197,0
2025-01-01 06:03:00,0.0398,0.3512,0
2025-01-01 06:04:00,0.3741,0.2555,0
2025-01-01 06:05:00,0.1513,-0.0476,0
2025-01-01 06:06:00,0.1529,0.1312,0
2025-01-01 06:07:00,0.251,0.2802,0
2025-01-01 06:08:00,0.6451,0.059,0
2025-01-01 06:09:00,0.4709,0.0966,0
2025-01-01 06:10:00,0.4781,-0.0064,0
2025-01-01 06:11:00,0.5362,0.2556,0
2025-01-01 06:12:00,0.8593,0.2245,0
2025-01-01 06:13:00,0.4921,-0.053,0
2025-01-01 06:14:00,0.9443,0.0291,0
2025-01-01 06:15:00,0.7607,-0.0746,0
2025-01-01 06:16:00,0.7219,0.034,0
2025-01-01 06:17:00,1.2876,0.0025,0
2025-01-01 06:18:00,0.6075,0.0118,0
2025-01-01 06:19:00,0.7768,-0.0571,0
2025-01-01 06:20:00,0.6277,0.1824,0
2025-01-01 06:21:00,1.0889,-0.2347,0
2025-01-01 06:22:00,1.258,-0.3237,0
2025-01-01 06:23:00,1.2734,-0.2127,0
2025-01-01 06:24:00,1.2009,-0.3508,0
2025-01-01 06:25:00,0.9306,-0.3637,0
2025-01-01 06:26:00,0.9085,-0.335,0
2025-01-01 06:27:00,0.656,-0.3475,0
2025-01-01 06:28:00,1.4033,-0.3709,0
2025-01-01 06:29:00,1.0932,-0.2437,0
2025-01-01 06:30:00,0.9015,-0.3661,0
2025-01-01 06:31:00,1.2632,-0.3533,0
2025-01-01 06:32:00,0.798,-0.2656,0
2025-01-01 06:33:00,1.0662,-0.4511,0
2025-01-01 06:34:00,0.9399,-0.4203,0
2025-01-01 06:35:00,1.0891,-0.3765,0
2025-01-01 06:36:00,0.9329,-0.6262,0
2025-01-01 06:37:00,0.637,-0.6893,0
2025-01-01 06:38:00,0.9215,-0.4348,0
2025-01-01 06:39:00,1.0927,-0.4386,0
2025-01-01 06:40:00,0.8513,-0.2996,0
2025-01-01 06:41:00,0.984,-0.5082,0
2025-01-01 06:42:00,0.5895,-0.4598,0
2025-01-01 06:43:00,0.7607,-0.5788,0
2025-01-01 06:44:00,0.6063,-0.5468,0
2025-01-01 06:45:00,0.8439,-0.4268,0
2025-01-01 06:46:00,0.6621,-0.8226,0
2025-01-01 06:47:00,0.7534,-0.5853,0
2025-01-01 06:48:00,0.7908,-0.4293,0
2025-01-01 06:49:00,0.6679,-0.6306,0
2025-01-01 06:50:00,0.539,-0.5094,0
2025-01-01 06:51:00,0.2383,-0.7527,0
2025-01-01 06:52:00,0.3897,-0.708,0
2025-01-01 06:53:00,0.2349,-0.7161,0
2025-01-01 06:54:00,0.223,-0.9557,0
2025-01-01 06:55:00,0.1664,-0.8648,0
2025-01-01 06:56:00,-0.0059,-0.8714,0
2025-01-01 06:57:00,-0.253,-0.6929,0
2025-01-01 06:58:00,-0.0473,-0.701,0
2025-01-01 06:59:00,0.0727,-0.7685,0
2025-01-01 07:00:00,-0.288,-0.7309,0
2025-01-01 07:01:00,-0.0675,-0.8417,0
2025-01-01 07:02:00,0.2572,-0.7168,0
2025-01-01 07:03:00,0.03,-0.8474,0
2025-01-01 07:04:00,0.1027,-0.8534,0
2025-01-01 07:05:00,-0.1985,-0.8963,0
2025-01-01 07:06:00,-0.0932,-0.8114,0
2025-01-01 07:07:00,-0.5205,-0.9318,0
2025-01-01 07:08:00,-0.5526,-0.8014,0
2025-01-01 07:09:00,-1.0184,-1.0212,0
2025-01-01 07:10:00,-0.2789,-1.0265,0
2025-01-01 07:11:00,-0.2523,-0.856,0
2025-01-01 07:12:00,-0.7136,-0.9414,0
2025-01-01 07:13:00,-0.6947,-0.9853,0
2025-01-01 07:14:00,-0.8339,-0.8578,0
2025-01-01 07:15:00,-0.6439,-1.0141,0
2025-01-01 07:16:00,-0.5308,-0.9795,0
2025-01-01 07:17:00,-1.1376,-0.8253,0
2025-01-01 07:18:00,-0.7382,-0.8165,0
2025-01-01 07:19:00,-0.9043,-0.8181,0
2025-01-01 07:20:00,-0.8528,-1.0079,0
2025-01-01 07:21:00,-0.8078,-0.8606,0
2025-01-01 07:22:00,-0.9589,-1.0821,0
2025-01-01 07:23:00,-0.9611,-1.0811,0
2025-01-01 07:24:00,-0.9996,-1.2281,0
2025-01-01 07:25:00,-0.7767,-0.828,0
2025-01-01 07:26:00,-0.8983,-1.0835,0
2025-01-01 07:27:00,-0.9464,-1.0111,0
2025-01-01 07:28:00,-1.2506,-1.0905,0
2025-01-01 07:29:00,-1.0752,-0.9304,0
2025-01-01 07:30:00,4.7682,-4.2957,1
2025-01-01 07:31:00,3.7183,-5.4975,1
2025-01-01 07:32:00,3.5968,-5.6542,1
2025-01-01 07:33:00,4.3838,-6.2173,1
2025-01-01 07:34:00,3.9138,-5.0949,1
2025-01-01 07:35:00,-0.942,-1.2043,0
2025-01-01 07:36:00,-1.0469,-1.1335,0
2025-01-01 07:37:00,-1.437,-0.9702,0
2025-01-01 07:38:00,-0.9389,-1.1811,0
2025-01-01 07:39:00,-0.9469,-1.1289,0
2025-01-01 07:40:00,-0.7777,-0.9767,0
2025-01-01 07:41:00,-0.8583,-1.0261,0
2025-01-01 07:42:00,-0.8611,-0.7673,0
2025-01-01 07:43:00,-1.1201,-0.7776,0
2025-01-01 07:44:00,-0.9174,-1.0417,0
2025-01-01 07:45:00,-0.5973,-0.8928,0
2025-01-01 07:46:00,-0.3107,-0.8667,0
2025-01-01 07:47:00,-0.6328,-0.9942,0
2025-01-01 07:48:00,-0.5056,-1.0763,0
2025-01-01 07:49:00,-0.3369,-0.9199,0
2025-01-01 07:50:00,-0.6443,-0.9275,0
2025-01-01 07:51:00,-0.3622,-0.9449,0
2025-01-01 07:52:00,-0.5359,-0.8478,0
2025-01-01 07:53:00,-0.166,-0.9574,0
2025-01-01 07:54:00,-0.259,-0.9875,0
2025-01-01 07:55:00,-0.179,-0.8509,0
2025-01-01 07:56:00,-0.3441,-0.8124,0
2025-01-01 07:57:00,0.0056,-0.9575,0
2025-01-01 07:58:00,0.3332,-0.7355,0
2025-01-01 07:59:00,-0.233,-0.9934,0
2025-01-01 08:00:00,-0.047,-0.8619,0
2025-01-01 08:01:00,0.1196,-0.8172,0
2025-01-01 08:02:00,0.2827,-0.8421,0
2025-01-01 08:03:00,0.0653,-0.8216,0
2025-01-01 08:04:00,-0.3381,-0.5643,0
2025-01-01 08:05:00,0.5511,-0.8225,0
2025-01-01 08:06:00,0.4812,-0.479,0
2025-01-01 08:07:00,0.0296,-0.6648,0
2025-01-01 08:08:00,0.3046,-0.6843,0
2025-01-01 08:09:00,0.7865,-0.6307,0
2025-01-01 08:10:00,0.808,-0.4098,0
2025-01-01 08:11:00,0.7502,-0.7463,0
2025-01-01 08:12:00,0.5698,-0.7428,0
2025-01-01 08:13:00,0.6625,-0.6899,0
2025-01-01 08:14:00,0.6588,-0.5945,0
2025-01-01 08:15:00,0.9479,-0.7533,0
2025-01-01 08:16:00,0.5823,-0.5613,0
2025-01-01 08:17:00,0.6295,-0.3768,0
2025-01-01 08:18:00,1.0237,-0.5133,0
2025-01-01 08:19:00,0.8415,-0.5398,0
2025-01-01 08:20:00,1.1524,-0.5542,0
2025-01-01 08:21:00,0.7664,-0.3842,0
2025-01-01 08:22:00,0.9113,-0.5381,0
2025-01-01 08:23:00,0.7567,-0.2521,0
2025-01-01 08:24:00,0.9591,-0.2245,0
2025-01-01 08:25:00,0.6757,-0.373,0
2025-01-01 08:26:00,0.885,-0.3805,0
2025-01-01 08:27:00,0.7037,-0.2568,0
2025-01-01 08:28:00,1.1354,-0.2308,0
2025-01-01 08:29:00,1.1429,-0.4011,0
2025-01-01 08:30:00,0.6537,-0.3532,0
2025-01-01 08:31:00,1.264,-0.4127,0
2025-01-01 08:32:00,1.4914,-0.2194,0
2025-01-01 08:33:00,0.9931,-0.1733,0
2025-01-01 08:34:00,0.845,-0.3546,0
2025-01-01 08:35:00,1.5247,-0.2446,0
2025-01-01 08:36:00,0.6801,-0.3132,0
2025-01-01 08:37:00,0.9293,-0.2477,0
2025-01-01 08:38:00,0.94,-0.082,0
2025-01-01 08:39:00,1.1495,-0.1897,0
2025-01-01 08:40:00,0.9264,-0.1256,0
2025-01-01 08:41:00,0.7263,-0.2373,0
2025-01-01 08:42:00,0.6052,-0.035,0
2025-01-01 08:43:00,0.6942,-0.0372,0
2025-01-01 08:44:00,0.5263,-0.0847,0
2025-01-01 08:45:00,0.7003,-0.0097,0
2025-01-01 08:46:00,0.539,0.0482,0
2025-01-01 08:47:00,0.3125,-0.0304,0
2025-01-01 08:48:00,0.82,-0.0756,0
2025-01-01 08:49:00,0.4256,0.2734,0
2025-01-01 08:50:00,0.2262,0.0504,0
2025-01-01 08:51:00,0.3996,0.1249,0
2025-01-01 08:52:00,0.3991,0.2564,0
2025-01-01 08:53:00,-0.0128,0.5288,0
2025-01-01 08:54:00,0.3531,0.0721,0
2025-01-01 08:55:00,0.0268,0.262,0
2025-01-01 08:56:00,0.5272,0.1667,0
2025-01-01 08:57:00,0.238,0.2039,0
2025-01-01 08:58:00,0.0012,0.2059,0
2025-01-01 08:59:00,-0.1202,0.1855,0
