transaction_id,transaction_amount,policy_code,other_feature,is_fraud
txn_00078,94.02,3,2.295,0
txn_00079,101.84,1,0.806,0
txn_00080,60.25,1,1.389,0
txn_00081,95.61,1,2.075,0
txn_00082,107.14,1,1.429,0
txn_00083,129.56,1,0.256,0
txn_00084,89.63,1,0.748,0
txn_00085,83.83,1,3.243,0
txn_00086,89.96,1,3.953,0
txn_00087,118.31,1,0.295,0
txn_00088,106.58,1,6.089,0
txn_00089,89.4,3,0.797,0
txn_00090,110.27,1,2.171,0
txn_00091,101.94,3,2.787,0
txn_00092,119.37,1,3.342,0
txn_00093,85.96,1,5.828,0
txn_00094,93.45,1,0.751,0
txn_00095,92.16,1,3.911,0
txn_00096,70.73,1,0.282,0
txn_00097,105.92,1,2.442,0
txn_00098,105.22,1,2.709,0
txn_00099,100.1,3,2.265,0
txn_00100,95.31,1,0.582,0
txn_00101,71.69,1,4.128,0
txn_00102,91.59,1,0.37,0
txn_00103,93.15,1,0.11,0
txn_00104,83.95,1,2.528,0
txn_00105,96.77,1,1.291,0
txn_00106,108.08,1,3.782,0
txn_00107,137.72,1,0.967,0
txn_00108,103.49,1,0.369,0
txn_00109,105.15,2,3.621,0
txn_00110,98.51,2,1.592,0
txn_00111,61.62,1,0.419,0
txn_00112,99.47,1,2.549,0
txn_00113,101.2,1,1.431,0
txn_00114,149.26,2,1.854,0
txn_00115,96.15,1,1.236,0
txn_00116,106.03,1,3.529,0
txn_00117,99.31,1,3.539,0
txn_00118,76.63,1,2.472,0
txn_00119,122.86,1,0.223,0
txn_00120,115.04,1,3.651,0
txn_00121,115.82,1,2.223,0
txn_00122,81.81,1,2.388,0
txn_00123,128.06,1,0.902,0
txn_00124,71.96,1,4.229,0
txn_00125,111.74,1,2.585,0
txn_00126,143.81,1,0.239,0
txn_00127,80.19,2,1.048,0
txn_00128,88.67,1,4.35,0
txn_00129,101.99,1,0.097,0
txn_00130,89.93,1,6.51,0
txn_00131,68.99,1,2.274,0
txn_00132,101.37,1,1.996,0
txn_00133,78.75,1,0.631,0
txn_00134,109.47,2,0.572,0
txn_00135,81.61,1,5.697,0
txn_00136,131.0,1,0.708,0
txn_00137,84.33,1,2.988,0
txn_00138,93.56,1,0.999,0
txn_00139,116.27,1,0.3,0
txn_00140,75.38,1,0.022,0
txn_00141,104.55,1,1.572,0
txn_00142,126.14,1,7.441,0
txn_00143,67.85,1,0.921,0
txn_00144,103.69,1,0.884,0
txn_00145,105.2,1,0.843,0
txn_00146,115.64,1,1.47,0
txn_00147,75.26,3,1.162,0
txn_00148,73.59,1,4.239,0
txn_00149,110.44,1,1.409,0
txn_00150,105.94,1,1.418,0
txn_00151,105.01,1,0.298,0
txn_00152,106.93,1,8.119,0
txn_00153,86.4,1,0.575,0
txn_00154,104.65,3,0.152,0
txn_00155,105.86,1,2.176,0
txn_00156,85.71,1,1.81,0
txn_00157,137.32,1,1.073,0
txn_00158,109.48,2,1.097,0
txn_00159,76.17,1,3.075,0
txn_00160,113.13,1,0.436,0
txn_00161,80.51,1,3.432,0
txn_00162,115.74,1,2.092,0
txn_00163,123.17,1,1.086,0
txn_00164,83.59,1,1.225,0
txn_00165,119.27,1,0.593,0
txn_00166,108.26,1,2.79,0
txn_00167,116.44,1,1.438,0
txn_00168,137.94,1,0.774,0
txn_00169,95.09,1,1.813,0
txn_00170,84.93,3,10.914,0
txn_00171,82.21,2,1.143,0
txn_00172,83.68,1,5.069,0
txn_00173,98.46,2,0.846,0
txn_00174,106.82,1,0.113,0
txn_00175,105.53,1,0.457,0
txn_00176,116.54,1,1.085,0
txn_00177,100.26,1,0.496,0
txn_00178,129.07,1,0.0,0
txn_00179,94.71,1,4.93,0
txn_00180,154.4,1,3.714,0
txn_00181,112.51,1,2.712,0
txn_00182,82.86,1,0.367,0
txn_00183,78.58,1,0.256,0
txn_00184,109.65,1,0.14,0
txn_00185,95.53,1,2.575,0
txn_00186,114.28,3,5.285,0
txn_00187,109.46,2,1.126,0
txn_00188,98.54,1,0.254,0
txn_00189,83.06,3,1.436,0
txn_00190,69.7,1,0.858,0
txn_00191,91.07,3,0.939,0
txn_00192,117.13,1,1.942,0
txn_00193,104.28,1,2.537,0
txn_00194,75.09,1,0.234,0
txn_00195,103.46,1,0.072,0
txn_00196,107.71,1,10.345,0
txn_00197,82.32,1,0.53,0
txn_00198,103.07,1,0.111,0
txn_00199,101.16,1,0.421,0
txn_00200,77.14,1,0.079,0
txn_00201,107.16,2,0.995,0
txn_00202,111.22,1,3.243,0
txn_00203,121.66,1,0.835,0
txn_00204,121.08,1,1.175,0
txn_00205,72.45,1,2.251,0
txn_00206,81.24,1,1.422,0
txn_00207,110.3,2,3.953,0
txn_00208,110.28,1,4.02,0
txn_00209,110.3,1,0.02,0
txn_00210,177.05,2,3.011,0
txn_00211,111.42,1,1.235,0
txn_00212,122.71,1,8.991,0
txn_00213,119.08,1,1.32,0
txn_00214,113.03,1,8.67,0
txn_00215,93.69,1,2.809,0
txn_00216,115.18,1,0.572,0
txn_00217,84.54,1,1.546,0
txn_00218,95.26,3,9.691,0
txn_00219,90.29,1,3.897,0
txn_00220,101.64,1,0.205,0
txn_00221,146.29,1,2.451,0
txn_00222,62.65,1,0.848,0
txn_00223,113.73,1,0.014,0
txn_00224,67.75,1,1.033,0
txn_00225,90.56,2,0.535,0
txn_00226,121.78,1,3.417,0
txn_00227,101.29,1,0.823,0
txn_00228,78.45,1,3.515,0
txn_00229,85.69,1,0.001,0
txn_00230,113.59,1,0.736,0
txn_00231,85.39,1,0.552,0
txn_00232,104.33,1,0.532,0
txn_00233,100.91,1,0.141,0
txn_00234,86.97,2,0.414,0
txn_00235,142.88,3,1.622,0
txn_00236,112.68,1,0.689,0
txn_00237,59.5,2,1.08,0
txn_00238,103.73,1,0.946,0
txn_00239,86.76,3,4.173,0
txn_00240,117.05,1,4.714,0
txn_00241,84.15,3,1.358,0
txn_00242,97.71,3,0.801,0
txn_00243,110.1,1,0.226,0
txn_00244,117.32,3,6.132,0
txn_00245,75.99,1,0.124,0
txn_00246,93.31,1,0.707,0
txn_00247,90.5,1,0.708,0
txn_00248,86.93,1,0.773,0
txn_00249,135.31,1,0.359,0
txn_00250,108.1,1,3.057,0
txn_00251,74.78,3,0.261,0
txn_00252,118.36,1,2.015,0
txn_00253,142.44,1,0.264,0
txn_00254,120.65,2,0.146,0
txn_00255,69.61,2,4.803,0
txn_00256,90.32,3,0.422,0
txn_00257,125.34,1,3.444,0
txn_00258,85.85,3,1.573,0
txn_00259,108.88,1,0.162,0
txn_00260,115.49,1,6.222,0
txn_00261,81.46,1,0.567,0
txn_00262,98.81,1,3.927,0
txn_00263,35.17,1,0.37,0
txn_00264,79.51,1,3.848,0
txn_00265,94.95,1,0.027,0
txn_00266,75.04,1,1.434,0
txn_00267,132.65,1,2.935,0
txn_00268,71.4,1,5.46,0
txn_00269,91.2,1,4.798,0
txn_00270,102.61,1,3.425,0
txn_00271,128.83,1,4.382,0
txn_00272,71.28,1,0.444,0
txn_00273,123.26,2,0.669,0
txn_00274,100.2,1,0.682,0
txn_00275,80.37,1,0.947,0
txn_00276,109.24,1,1.0,0
txn_00277,103.98,1,1.573,0
txn_00278,88.0,2,0.348,0
txn_00279,101.4,1,2.35,0
txn_00280,92.29,1,0.367,0
txn_00281,102.27,1,0.743,0
txn_00282,113.24,1,1.4,0
txn_00283,131.72,1,3.184,0
txn_00284,75.24,1,2.69,0
txn_00285,142.66,1,2.074,0
txn_00286,60.96,1,0.339,0
txn_00287,96.96,1,1.584,0
txn_00288,111.77,2,0.183,0
txn_00289,105.62,3,0.948,0
txn_00290,87.55,1,1.067,0
txn_00291,95.84,1,0.081,0
txn_00292,90.14,1,0.64,0
txn_00293,88.21,1,6.231,0
txn_00294,116.99,1,6.142,0
txn_00295,107.14,2,0.869,0
txn_00296,86.14,3,0.088,0
txn_00297,117.99,1,0.395,0
txn_00298,106.15,1,0.996,0
txn_00299,116.26,1,5.905,0
txn_00300,112.59,1,0.304,0
txn_00301,83.42,1,2.884,0
txn_00302,88.8,1,0.23,0
txn_00303,114.95,1,7.954,0
txn_00304,112.21,1,0.961,0
txn_00305,99.58,1,2.985,0
txn_00306,102.35,2,0.839,0
txn_00307,125.55,1,1.976,0
txn_00308,88.17,1,0.426,0
txn_00309,110.94,1,0.316,0
txn_00310,95.96,1,5.563,0
txn_00311,95.65,1,4.993,0
txn_00312,121.98,1,4.369,0
txn_00313,116.51,2,1.964,0
txn_00314,116.27,1,3.303,0
txn_00315,126.11,3,0.143,0
txn_00316,100.42,1,0.815,0
txn_00317,113.64,1,0.753,0
txn_00318,93.79,1,2.019,0
txn_00319,106.48,1,0.88,0
txn_00320,97.4,1,0.322,0
txn_00321,101.94,1,1.815,0
txn_00322,111.9,1,3.368,0
txn_00323,83.64,2,0.963,0
txn_00324,141.85,2,0.284,0
txn_00325,79.88,2,0.438,0
txn_00326,75.72,1,0.542,0
txn_00327,123.16,1,0.713,0
txn_00328,115.83,1,2.059,0
txn_00329,112.48,1,1.837,0
txn_00330,112.57,1,2.382,0
txn_00331,99.76,1,0.9,0
txn_00332,82.05,1,3.475,0
txn_00333,101.52,1,0.457,0
txn_00334,86.46,2,1.266,0
txn_00335,119.5,1,3.228,0
txn_00336,97.06,1,0.397,0
txn_00337,83.49,1,0.233,0
txn_00338,93.57,2,4.303,0
txn_00339,108.26,1,0.84,0
txn_00340,88.73,1,2.303,0
txn_00341,83.56,2,0.051,0
txn_00342,104.87,2,2.343,0
txn_00343,104.9,1,0.76,0
txn_00344,89.86,1,0.115,0
txn_00345,90.58,1,1.882,0
txn_00346,104.64,1,0.551,0
txn_00347,71.04,1,0.978,0
txn_00348,71.85,2,0.168,0
txn_00349,85.63,1,0.318,0
txn_00350,95.73,1,0.708,0
txn_00351,106.22,1,0.188,0
txn_00352,129.51,1,4.834,0
txn_00353,117.15,1,0.012,0
txn_00354,96.8,1,1.323,0
txn_00355,99.62,1,0.263,0
txn_00356,79.95,1,0.735,0
txn_00357,99.63,1,5.209,0
txn_00358,94.23,1,0.353,0
txn_00359,106.45,3,6.753,0
txn_00360,83.46,1,0.461,0
txn_00361,110.39,1,2.706,0
txn_00362,130.65,1,1.582,0
txn_00363,97.82,1,4.317,0
txn_00364,108.03,1,1.615,0
txn_00365,113.8,1,1.53,0
txn_00366,91.98,3,0.435,0
txn_00367,104.48,1,0.364,0
txn_00368,100.25,1,4.966,0
txn_00369,101.95,1,0.795,0
txn_00370,84.54,2,0.931,0
txn_00371,100.49,1,2.853,0
txn_00372,109.96,1,0.827,0
txn_00373,129.02,1,6.076,0
txn_00374,119.19,1,2.678,0
txn_00375,143.06,2,1.82,0
txn_00376,84.65,1,4.256,0
txn_00377,117.45,1,0.102,0
txn_00378,103.67,2,0.594,0
txn_00379,143.8,2,1.251,0
txn_00380,83.83,3,0.515,0
txn_00381,83.21,1,2.724,0
txn_00382,88.01,1,5.032,0
txn_00383,57.52,1,1.102,0
txn_00384,89.48,1,0.838,0
txn_00385,84.82,1,6.517,0
txn_00386,103.01,1,1.177,0
txn_00387,106.84,1,1.343,0
txn_00388,137.52,1,0.867,0
txn_00389,119.01,1,4.806,0
txn_00390,88.46,1,1.683,0
txn_00391,82.03,3,2.872,0
txn_00392,109.84,1,3.341,0
txn_00393,73.6,1,0.837,0
txn_00394,136.63,1,1.137,0
txn_00395,123.59,1,3.774,0
txn_00396,90.62,1,0.903,0
txn_00397,65.74,1,3.159,0
txn_00398,127.08,1,5.66,0
txn_00399,97.71,1,1.952,0
txn_00400,124.76,1,2.707,0
txn_00401,68.11,1,3.271,0
txn_00402,88.01,2,3.729,0
txn_00403,100.1,2,1.005,0
txn_00404,100.94,1,0.105,0
txn_00405,91.0,1,1.028,0
txn_00406,112.46,1,2.24,0
txn_00407,78.65,2,1.197,0
txn_00408,97.15,1,2.764,0
txn_00409,102.41,1,0.883,0
txn_00410,110.29,2,2.014,0
txn_00411,114.23,1,0.413,0
txn_00412,77.51,2,2.768,0
txn_00413,69.32,1,1.578,0
txn_00414,125.55,1,0.456,0
txn_00415,106.65,1,0.69,0
txn_00416,85.03,3,2.761,0
txn_00417,131.02,2,1.318,0
txn_00418,102.31,1,0.487,0
txn_00419,123.59,1,6.839,0
txn_00420,101.35,1,2.511,0
txn_00421,141.21,2,6.299,0
txn_00422,135.11,1,1.114,0
txn_00423,95.02,1,1.289,0
txn_00424,119.43,1,4.565,0
txn_00425,112.91,1,1.489,0
txn_00426,127.37,1,2.457,0
txn_00427,80.7,1,0.581,0
txn_00428,113.72,1,1.184,0
txn_00429,121.17,2,0.264,0
txn_00430,64.83,1,0.461,0
txn_00431,76.33,1,0.002,0
txn_00432,59.22,3,0.08,0
txn_00433,94.61,1,7.569,0
txn_00434,114.35,1,0.555,0
txn_00435,130.05,1,2.177,0
txn_00436,101.48,2,3.654,0
txn_00437,132.57,1,1.6,0
txn_00438,72.4,3,0.332,0
txn_00439,65.93,1,2.605,0
txn_00440,98.89,1,1.834,0
txn_00441,107.68,1,2.628,0
txn_00442,99.35,2,2.937,0
txn_00443,58.65,1,7.411,0
txn_00444,98.22,2,1.705,0
txn_00445,73.91,1,0.836,0
txn_00446,113.39,1,2.091,0
txn_00447,107.33,1,0.142,0
txn_00448,81.2,2,4.554,0
txn_00449,89.72,1,0.254,0
txn_00450,78.82,1,0.795,0
txn_00451,98.75,1,3.383,0
txn_00452,119.1,2,1.819,0
txn_00453,80.29,1,1.001,0
txn_00454,110.08,1,1.283,0
txn_00455,89.39,1,3.856,0
txn_00456,84.14,1,0.831,0
txn_00457,97.86,1,4.075,0
txn_00458,79.3,2,0.185,0
txn_00459,88.93,2,2.999,0
txn_00460,76.04,1,3.762,0
txn_00461,139.29,1,0.401,0
txn_00462,100.71,1,1.125,0
txn_00463,86.01,1,0.362,0
txn_00464,104.28,1,2.452,0
txn_00465,97.75,1,1.533,0
txn_00466,95.58,1,2.017,0
txn_00467,112.28,1,0.438,0
txn_00468,115.15,1,0.476,0
txn_00469,89.39,1,0.085,0
txn_00470,88.48,1,0.777,0
txn_00471,94.5,1,1.641,0
txn_00472,53.96,1,3.903,0
txn_00473,69.7,1,2.199,0
txn_00474,127.34,1,1.143,0
txn_00475,132.9,1,6.12,0
txn_00476,95.02,1,2.541,0
txn_00477,111.53,1,5.323,0
txn_00478,106.23,1,1.5,0
txn_00479,161.58,2,0.599,0
txn_00480,122.39,1,0.109,0
txn_00481,97.44,1,2.59,0
txn_00482,80.89,1,0.259,0
txn_00483,67.87,1,0.721,0
txn_00484,104.07,1,1.521,0
txn_00485,84.87,1,1.662,0
txn_00486,71.55,1,1.835,0
txn_00487,87.07,1,0.364,0
txn_00488,78.37,1,0.955,0
txn_00489,133.74,1,1.92,0
txn_00490,117.63,3,7.001,0
txn_00491,99.84,1,2.601,0
txn_00492,129.6,1,5.118,0
txn_00493,101.55,1,2.873,0
txn_00494,82.77,3,1.792,0
txn_00495,130.46,1,0.426,0
txn_00496,110.78,1,2.197,0
txn_00497,79.26,1,1.953,0
txn_00498,96.19,1,1.845,0
txn_00499,82.49,1,1.346,0
txn_00500,72.34,1,1.504,0
txn_00501,118.52,1,0.814,0
txn_00502,138.19,1,1.465,0
txn_00503,72.03,1,0.44,0
txn_00504,111.26,1,3.271,0
txn_00505,86.99,1,0.411,0
txn_00506,90.26,1,0.178,0
txn_00507,88.15,1,1.146,0
txn_00508,82.72,3,2.148,0
txn_00509,100.97,1,1.151,0
txn_00510,83.38,1,0.648,0
txn_00511,105.41,1,1.634,0
txn_00512,99.0,3,0.852,0
txn_00513,95.22,1,5.402,0
txn_00514,81.85,1,5.119,0
txn_00515,88.46,1,1.396,0
txn_00516,115.11,1,0.795,0
txn_00517,110.02,1,2.672,0
txn_00518,80.45,1,0.075,0
txn_00519,101.99,1,1.288,0
txn_00520,115.03,3,0.82,0
txn_00521,66.61,1,5.065,0
txn_00522,110.87,1,0.024,0
txn_00523,86.75,1,1.61,0
txn_00524,111.41,1,2.699,0
txn_00525,84.73,1,1.327,0
txn_00526,63.9,1,0.179,0
txn_00527,67.45,1,7.184,0
txn_00528,100.96,2,1.46,0
txn_00529,105.19,2,1.905,0
txn_00530,81.91,1,0.54,0
txn_00531,112.77,1,1.321,0
txn_00532,66.77,2,1.121,0
txn_00533,98.68,1,0.156,0
txn_00534,75.78,2,0.224,0
txn_00535,86.96,1,3.634,0
txn_00536,100.95,1,0.548,0
txn_00537,82.79,1,0.434,0
txn_00538,92.31,1,1.406,0
txn_00539,120.13,1,2.928,0
txn_00540,88.46,1,0.128,0
txn_00541,116.71,1,1.72,0
txn_00542,77.41,1,0.254,0
txn_00543,110.6,1,0.074,0
txn_00544,128.83,3,0.108,0
txn_00545,50.57,1,3.594,0
txn_00546,84.06,2,0.251,0
txn_00547,111.54,1,0.092,0
txn_00548,95.94,1,1.152,0
txn_00549,107.42,3,3.716,0
txn_00550,87.92,1,0.609,0
txn_00551,101.73,1,1.095,0
txn_00552,96.89,1,0.081,0
txn_00553,123.36,1,1.192,0
txn_00554,105.09,1,1.724,0
txn_00555,106.75,2,1.692,0
txn_00556,91.76,1,0.808,0
txn_00557,90.25,1,0.758,0
txn_00558,91.35,1,0.225,0
txn_00559,107.89,1,0.914,0
txn_00560,91.58,1,0.21,0
txn_00561,105.8,1,2.91,0
txn_00562,141.51,1,6.779,0
txn_00563,117.42,1,7.018,0
txn_00564,93.48,1,4.006,0
txn_00565,124.02,1,1.837,0
txn_00566,91.84,1,2.414,0
txn_00567,59.24,1,0.672,0
txn_00568,79.84,2,1.993,0
txn_00569,62.58,1,1.216,0
txn_00570,92.97,1,1.316,0
txn_00571,100.37,1,2.836,0
txn_00572,133.53,1,0.662,0
txn_00573,106.54,1,0.766,0
txn_00574,95.62,1,5.171,0
txn_00575,116.59,1,0.116,0
txn_00576,55.78,1,1.33,0
txn_00577,104.71,1,4.879,0
txn_00578,115.42,1,1.885,0
txn_00579,70.43,1,1.581,0
txn_00580,122.88,1,0.575,0
txn_00581,106.77,3,0.841,0
txn_00582,91.69,2,3.822,0
txn_00583,112.66,2,1.638,0
txn_00584,145.41,2,1.446,0
txn_00585,103.64,2,0.21,0
txn_00586,104.96,1,0.032,0
txn_00587,90.81,1,6.631,0
txn_00588,83.0,1,0.946,0
txn_00589,116.61,1,1.849,0
txn_00590,82.88,1,0.166,0
txn_00591,101.43,1,2.298,0
txn_00592,90.45,1,5.393,0
txn_00593,109.58,1,1.714,0
txn_00594,106.67,2,0.27,0
txn_00595,120.75,1,1.743,0
txn_00596,89.8,1,2.908,0
txn_00597,94.6,1,1.043,0
txn_00598,80.42,1,4.238,0
txn_00599,91.11,2,2.092,0
txn_00600,107.55,1,4.59,0
txn_00601,115.14,1,1.954,0
txn_00602,81.56,1,0.281,0
txn_00603,117.39,1,0.741,0
txn_00604,127.11,1,0.451,0
txn_00605,108.27,1,4.79,0
txn_00606,137.54,1,2.858,0
txn_00607,84.52,1,2.256,0
txn_00608,75.11,1,0.716,0
txn_00609,64.43,2,0.407,0
txn_00610,129.92,1,2.825,0
txn_00611,113.09,2,1.286,0
txn_00612,98.89,1,0.512,0
txn_00613,105.6,1,1.917,0
txn_00614,77.49,1,0.082,0
txn_00615,148.92,1,0.79,0
txn_00616,102.58,1,1.264,0
txn_00617,102.19,1,0.32,0
txn_00618,114.52,1,8.354,0
txn_00619,109.62,2,0.469,0
txn_00620,104.48,1,0.279,0
txn_00621,84.19,1,0.455,0
txn_00622,109.43,1,2.931,0
txn_00623,137.64,1,1.109,0
txn_00624,126.91,1,1.667,0
txn_00625,131.86,1,0.042,0
txn_00626,89.78,1,0.07,0
txn_00627,80.21,1,1.181,0
txn_00628,97.48,1,3.393,0
txn_00629,101.11,1,4.33,0
txn_00630,121.88,2,0.181,0
txn_00631,66.15,2,1.546,0
txn_00632,130.59,1,4.889,0
txn_00633,96.84,1,0.982,0
txn_00634,91.46,1,3.539,0
txn_00635,79.76,1,0.287,0
txn_00636,66.9,1,5.479,0
txn_00637,116.46,1,2.784,0
txn_00638,101.47,1,5.672,0
txn_00639,74.2,1,2.258,0
txn_00640,74.1,1,0.903,0
txn_00641,93.28,2,5.567,0
txn_00642,133.38,1,0.645,0
txn_00643,94.81,1,0.807,0
txn_00644,69.94,2,2.413,0
txn_00645,95.09,3,2.899,0
txn_00646,94.55,1,5.302,0
txn_00647,46.06,1,0.458,0
txn_00648,98.91,1,3.199,0
txn_00649,95.38,2,2.683,0
txn_00650,113.92,2,0.132,0
txn_00651,136.98,1,0.98,0
txn_00652,122.53,1,0.665,0
txn_00653,94.62,1,0.726,0
txn_00654,77.87,1,8.143,0
txn_00655,151.47,1,2.059,0
txn_00656,101.18,2,2.529,0
txn_00657,100.28,1,7.512,0
txn_00658,99.52,2,0.947,0
txn_00659,103.96,2,3.237,0
txn_00660,97.11,1,1.14,0
txn_00661,88.53,1,4.073,0
txn_00662,89.06,1,0.399,0
txn_00663,99.34,1,5.901,0
txn_00664,89.13,1,0.494,0
txn_00665,85.74,1,0.79,0
txn_00666,102.13,1,2.823,0
txn_00667,94.9,1,1.001,0
txn_00668,130.08,1,1.874,0
txn_00669,46.98,1,1.176,0
txn_00670,121.83,1,2.712,0
txn_00671,124.92,1,0.518,0
txn_00672,58.53,1,0.12,0
txn_00673,93.15,1,0.713,0
txn_00674,92.57,1,1.286,0
txn_00675,71.85,1,0.368,0
txn_00676,84.44,1,0.876,0
txn_00677,77.79,1,1.022,0
txn_00678,135.05,2,0.118,0
txn_00679,118.71,1,1.751,0
txn_00680,125.43,1,4.314,0
txn_00681,114.43,1,0.329,0
txn_00682,77.42,1,1.822,0
txn_00683,89.51,1,2.186,0
txn_00684,109.79,1,1.087,0
txn_00685,75.56,1,2.415,0
txn_00686,114.26,1,1.058,0
txn_00687,95.19,1,1.405,0
txn_00688,92.5,1,0.015,0
txn_00689,114.22,1,2.353,0
txn_00690,108.89,3,2.166,0
txn_00691,92.78,1,0.078,0
txn_00692,123.19,1,0.919,0
txn_00693,78.38,1,7.73,0
txn_00694,112.32,1,1.092,0
txn_00695,111.86,1,1.394,0
txn_00696,93.81,1,4.814,0
txn_00697,106.52,1,2.526,0
txn_00698,74.98,1,1.745,0
txn_00699,118.48,1,3.197,0
txn_00700,96.3,1,3.996,0
txn_00701,89.55,2,1.221,0
txn_00702,120.98,1,1.289,0
txn_00703,85.91,1,0.976,0
txn_00704,71.83,1,6.805,0
txn_00705,68.87,1,2.389,0
txn_00706,112.12,1,0.174,0
txn_00707,74.39,1,3.975,0
txn_00708,135.1,1,1.31,0
txn_00709,58.36,1,0.142,0
txn_00710,133.93,1,1.596,0
txn_00711,104.22,1,1.08,0
txn_00712,98.07,2,4.203,0
txn_00713,89.1,1,0.456,0
txn_00714,107.98,1,3.503,0
txn_00715,99.25,1,1.631,0
txn_00716,122.07,1,0.112,0
txn_00717,102.28,1,7.14,0
txn_00718,103.01,1,1.437,0
txn_00719,92.73,1,0.687,0
txn_00720,98.86,1,1.268,0
txn_00721,106.16,1,3.902,0
txn_00722,65.8,1,0.727,0
txn_00723,73.04,1,0.428,0
txn_00724,114.87,1,0.276,0
txn_00725,103.42,1,0.707,0
txn_00726,96.32,1,3.029,0
txn_00727,100.37,2,1.276,0
txn_00728,106.95,2,0.516,0
txn_00729,89.2,2,0.363,0
txn_00730,84.43,1,0.809,0
txn_00731,103.92,1,5.624,0
txn_00732,80.43,1,0.84,0
txn_00733,108.17,1,8.866,0
txn_00734,65.95,1,1.328,0
txn_00735,120.58,2,0.395,0
txn_00736,109.45,2,4.435,0
txn_00737,105.12,1,1.234,0
txn_00738,119.65,1,2.473,0
txn_00739,133.31,1,8.235,0
txn_00740,120.29,2,0.103,0
txn_00741,63.18,2,0.203,0
txn_00742,74.41,1,2.549,0
txn_00743,87.5,1,0.662,0
txn_00744,100.52,2,0.407,0
txn_00745,110.35,1,0.08,0
txn_00746,85.49,1,0.044,0
txn_00747,103.74,3,2.979,0
txn_00748,84.89,1,0.289,0
txn_00749,87.77,1,1.261,0
txn_00750,71.87,1,1.862,0
txn_00751,81.54,1,1.118,0
txn_00752,72.97,2,0.055,0
txn_00753,80.48,1,3.06,0
txn_00754,121.07,3,0.021,0
txn_00755,81.01,1,2.87,0
txn_00756,152.65,1,4.476,0
txn_00757,109.87,1,1.134,0
txn_00758,103.7,1,1.534,0
txn_00759,82.83,1,1.296,0
txn_00760,114.01,1,0.986,0
txn_00761,88.49,1,4.368,0
txn_00762,102.44,1,4.487,0
txn_00763,151.2,1,0.818,0
txn_00764,98.08,1,1.909,0
txn_00765,122.99,1,5.232,0
txn_00766,85.94,1,6.543,0
txn_00767,99.3,1,1.422,0
txn_00768,135.42,1,1.206,0
txn_00769,87.46,1,0.653,0
txn_00770,136.25,1,6.382,0
txn_00771,114.16,2,0.308,0
txn_00772,88.75,1,1.734,0
txn_00773,112.65,1,0.664,0
txn_00774,119.45,1,0.654,0
